clim,ssp,Window_U_value,Roof_Rc_value,Floor_Rc_value,Façade_Rc_value,ifn,heat,cool,Energy_Consumption,label,co2,crt,uwin,rr,rf,rwall,inf,cost
0.0,0.0,0.0,1.0,1.0,1.0,0.0,177.12637397613386,13.676904130858128,196.9578849658781,7.0,62.72584060783256,1.54,0.0,1.0,1.0,1.0,0.0,6969.4355
0.0,0.0,0.0,1.0,1.0,1.0,1.0,86.58642595490333,22.65887142600049,119.44178952260404,5.0,33.585958295625225,1.54,0.0,1.0,1.0,1.0,1.0,8369.4355
0.0,0.0,0.0,1.0,1.0,1.0,2.0,73.81182744295896,25.21565411057773,110.37452590329669,5.0,29.71048603284177,1.54,0.0,1.0,1.0,1.0,2.0,8669.4355
0.0,0.0,0.0,1.0,1.0,1.0,3.0,61.33303983592527,28.24671678271171,102.29077917085723,4.0,26.022382715450835,1.54,0.0,1.0,1.0,1.0,3.0,9069.4355
0.0,0.0,0.0,1.0,1.0,2.0,0.0,172.90476520821454,13.502666836304424,192.483632120856,7.0,61.25860820183666,1.54,0.0,1.0,1.0,2.0,0.0,11936.9955
0.0,0.0,0.0,1.0,1.0,2.0,1.0,82.57727302091519,22.765502396618004,115.58725149601128,5.0,32.24235976569226,1.54,0.0,1.0,1.0,2.0,1.0,13336.9955
0.0,0.0,0.0,1.0,1.0,2.0,2.0,69.86873935550996,25.425245647491074,106.73534554437202,5.0,28.40819133436425,1.54,0.0,1.0,1.0,2.0,2.0,13636.9955
0.0,0.0,0.0,1.0,1.0,2.0,3.0,57.48233323235145,28.58338847981421,98.92824652808206,4.0,24.774753390805497,1.54,0.0,1.0,1.0,2.0,3.0,14036.9955
0.0,0.0,0.0,1.0,1.0,3.0,0.0,169.2289128509484,13.360340056219824,188.6014059324672,6.0,59.98277259961069,1.54,0.0,1.0,1.0,3.0,0.0,11056.4419
0.0,0.0,0.0,1.0,1.0,3.0,1.0,79.10432309899905,22.882725161307818,112.28427458289538,5.0,31.083008558179007,1.54,0.0,1.0,1.0,3.0,1.0,12456.4419
0.0,0.0,0.0,1.0,1.0,3.0,2.0,66.45002700979886,25.63010607783504,103.61368082265966,4.0,27.283318595575423,1.54,0.0,1.0,1.0,3.0,2.0,12756.4419
0.0,0.0,0.0,1.0,1.0,3.0,3.0,54.1258198009317,28.91187054294771,96.04803208820589,4.0,23.69365104167621,1.54,0.0,1.0,1.0,3.0,3.0,13156.4419
0.0,0.0,0.0,1.0,1.0,4.0,0.0,167.779266595604,13.30216595561808,187.0674072312502,6.0,59.47924701238347,1.54,0.0,1.0,1.0,4.0,0.0,12135.6979
0.0,0.0,0.0,1.0,1.0,4.0,1.0,77.73722498534154,22.9368135159757,110.9956045835063,5.0,30.62809336843968,1.54,0.0,1.0,1.0,4.0,1.0,13535.6979
0.0,0.0,0.0,1.0,1.0,4.0,2.0,65.10034766575771,25.72237246768388,102.39778774389931,4.0,26.84131236794377,1.54,0.0,1.0,1.0,4.0,2.0,13835.6979
0.0,0.0,0.0,1.0,1.0,4.0,3.0,52.80862223684938,29.053840419073342,94.93669084450572,4.0,23.27178435721921,1.54,0.0,1.0,1.0,4.0,3.0,14235.6979
0.0,0.0,0.0,1.0,2.0,0.0,0.0,220.09656768671425,16.269506548978878,243.6873521827336,7.0,77.81015271194597,1.54,0.0,1.0,2.0,0.0,0.0,6391.8835
